"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"84","Hospitals are pulling off miracles on a daily basis.

But it is a monumental challenge to sustain this pace.

I wil… https://t.co/zbskRwKZwL",FALSE,7258,NA,2020-04-06 16:23:12,TRUE,NA,"1247198178757218306",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1118,FALSE,FALSE,NA,NA
"85","I will be signing an Executive Order to allow medical students who were slated to graduate this spring to begin pra… https://t.co/y8jlqNW3Yg",FALSE,121458,NA,2020-04-04 15:28:17,TRUE,NA,"1246459583964602370",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",15543,FALSE,FALSE,NA,NA
"86","The state of Oregon is sending 140 ventilators to NY. 

We are so grateful to @OregonGovBrown and the people of Ore… https://t.co/dM2Mrvjo1G",FALSE,81262,NA,2020-04-04 15:22:35,TRUE,NA,"1246458148283731969",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",10810,FALSE,FALSE,NA,NA
"87","We finally got some good news today.

The Chinese government helped facilitate a donation of 1,000 ventilators that… https://t.co/I3WDnC1SYZ",FALSE,170126,NA,2020-04-04 15:18:03,TRUE,NA,"1246457007214931968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",21319,FALSE,FALSE,NA,NA
"88","The Federal Government will staff and equip 2,500 beds in Javits for COVID patients.

This is a dramatic help in ou… https://t.co/svTApK08ij",FALSE,7659,NA,2020-04-04 15:11:23,TRUE,NA,"1246455329195462657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",930,FALSE,FALSE,NA,NA
"89","Closed captioning and ASL interpretation is available at https://t.co/vk2H7X1ilC",FALSE,300,"NYGovCuomo",2020-04-04 15:01:27,FALSE,"1246452590742630401","1246452829008605184","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",66,FALSE,FALSE,NA,NA
"90","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/fwFQbV1ZLE",FALSE,2503,NA,2020-04-04 15:00:30,FALSE,NA,"1246452590742630401",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",779,FALSE,FALSE,NA,NA
"91","I will be giving my daily #Coronavirus briefing at 11:00AM. Stay tuned.",FALSE,9777,NA,2020-04-04 14:06:33,FALSE,NA,"1246439016293113857",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1144,FALSE,FALSE,NA,NA
"92","How well we stay apart will directly impact the outcome of this pandemic.

Social distancing saves lives.

Spread t… https://t.co/hb8nflfwgg",FALSE,8741,NA,2020-04-03 22:31:39,TRUE,NA,"1246203740685840384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1869,FALSE,FALSE,NA,NA
"93","There has been an uptick in domestic violence incidents.

We want you to know: If you are in a dangerous domestic s… https://t.co/l55ThU3Fxl",FALSE,32314,NA,2020-04-03 15:49:04,TRUE,NA,"1246102425540407296",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",12482,FALSE,FALSE,NA,NA
"94","Helping one another is in the American DNA. 

When I put out the call, 20,000 out-of-state health professionals vol… https://t.co/ri4pMm1Co1",FALSE,8936,NA,2020-04-03 15:38:00,TRUE,NA,"1246099642959499264",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1487,FALSE,FALSE,NA,NA
"95","The timing won’t be perfect. Multiple states may hit a peak around the same time.

But not every state will hit an… https://t.co/nLYYfxXV5h",FALSE,6229,"NYGovCuomo",2020-04-03 15:30:26,TRUE,"1246096602084921350","1246097738569330698","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1107,FALSE,FALSE,NA,NA
"96","This virus is not an issue of states’ rights.

This is a national disaster.

The states need federal assistance. No… https://t.co/bLLjibwF4K",FALSE,20702,NA,2020-04-03 15:25:55,TRUE,NA,"1246096602084921350",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",4647,FALSE,FALSE,NA,NA
"97","We do not have enough ventilators. 

Period.

I am signing an Executive Order allowing the state to take ventilator… https://t.co/R61e7qg2iv",FALSE,91729,NA,2020-04-03 15:20:05,TRUE,NA,"1246095130991476749",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",15737,FALSE,FALSE,NA,NA
"98","Javits has now been converted and will receive COVID-19 patients. That adds 2,500 critically needed beds.

We made… https://t.co/WZ1JV7cb99",FALSE,6534,NA,2020-04-03 15:18:11,TRUE,NA,"1246094654719897601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",847,FALSE,FALSE,NA,NA
"99","We need more supplies.

We need your help.

If you can manufacture PPE I urge you to do so. New York can offer fund… https://t.co/4OLU7Sm8uP",FALSE,14682,NA,2020-04-03 15:12:15,TRUE,NA,"1246093161006542864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5830,FALSE,FALSE,NA,NA
"100","Closed captioning and ASL interpretation is available at https://t.co/vk2H7X1ilC",FALSE,177,"NYGovCuomo",2020-04-03 15:04:51,FALSE,"1246090991427182592","1246091297909334028","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",38,FALSE,FALSE,NA,NA
"101","In Albany giving the latest updates on #Coronavirus. WATCH: https://t.co/mE4fy8cVTp",FALSE,1793,NA,2020-04-03 15:03:38,FALSE,NA,"1246090991427182592",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",571,FALSE,FALSE,NA,NA
"102","I will be giving my daily #Coronavirus briefing at 11:00AM. Stay tuned.",FALSE,8619,NA,2020-04-03 14:01:56,FALSE,NA,"1246075464965332992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",958,FALSE,FALSE,NA,NA
"103","@Edu_Historian Thank you to your niece from a grateful state. She is a hero.",FALSE,826,"Edu_Historian",2020-04-03 02:22:06,FALSE,"1245783850975977477","1245899347952390145","477180952","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",29,FALSE,FALSE,NA,NA
"104","This virus will roll across the country like a slow moving hurricane.

No state can stand alone. We need to jointly… https://t.co/PEtvRxBvho",FALSE,62621,NA,2020-04-03 01:22:27,TRUE,NA,"1245884335758204935",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",10599,FALSE,FALSE,NA,NA
"105","Special Enrollment for health insurance on @NYStateofHealth is extended until May 15.

If you lost your job-based h… https://t.co/v9OKbfYM0y",FALSE,2507,NA,2020-04-03 00:54:53,TRUE,NA,"1245877397381152768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",901,FALSE,FALSE,NA,NA
"106","Happening soon: I will be on @maddow on MSNBC at 9pm.

At 9:20pm I’m joining @CNN's #Coronavirus Town Hall with… https://t.co/ivqKDXm0T9",FALSE,6802,NA,2020-04-03 00:11:33,TRUE,NA,"1245866494082158593",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",902,FALSE,FALSE,NA,NA
"107","•Outlaws 'Pink Tax'
•Bans flavored e-cigarettes
•Cuts middle class taxes
•Safely legalizes e-bikes &amp; e-scooters
•Pr… https://t.co/7ned06aWVA",FALSE,3162,"NYGovCuomo",2020-04-02 23:19:43,TRUE,"1245852834618208261","1245853449935130626","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",378,FALSE,FALSE,NA,NA
"108","Now more than ever, government needs to deliver results for the people.  

2021 budget highlights:

•Enacts Paid Si… https://t.co/EDWEBHimMK",FALSE,9315,NA,2020-04-02 23:17:17,TRUE,NA,"1245852834618208261",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1219,FALSE,FALSE,NA,NA
"109","#BREAKING: The President just approved our request to use the temporary hospital facility at the Javits Center to c… https://t.co/p3GMIgssHm",FALSE,9441,NA,2020-04-02 21:29:16,TRUE,NA,"1245825650751135744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1540,FALSE,FALSE,NA,NA
"110","Social distancing saves lives. #NewYorkTough https://t.co/Qx5gCy6IoA",FALSE,6225,NA,2020-04-02 19:48:53,FALSE,NA,"1245800390764957696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1359,FALSE,FALSE,NA,NA
"111","I asked Chris to join us this morning. 

Christopher is fighting hard.

I’m so proud of him for showing New York wh… https://t.co/ZcyJVoFD4Q",FALSE,50914,NA,2020-04-02 16:14:07,TRUE,NA,"1245746343374663680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",4607,FALSE,FALSE,NA,NA
"112","1. We are using anesthesia machines as ventilators.

2. We are ""splitting"" ventilator tubes so two patients can sha… https://t.co/OlXjTx3XNH",FALSE,3975,"NYGovCuomo",2020-04-02 16:01:43,TRUE,"1245743220010647553","1245743221512089600","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1065,FALSE,FALSE,NA,NA
"113","Last night we released 600 ventilators to NYC, Long Island and Westchester.

We have 6 days of ventilators left in… https://t.co/0cZiJnxhdA",FALSE,7693,NA,2020-04-02 16:01:43,TRUE,NA,"1245743220010647553",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1528,FALSE,FALSE,NA,NA
"114","We need supplies. 

We need your help.

If you can manufacture PPE I implore you to do so. NYS will pay a premium.… https://t.co/7fMJ6nydy1",FALSE,45210,NA,2020-04-02 15:53:52,TRUE,NA,"1245741247337242625",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",17252,FALSE,FALSE,NA,NA
"115","New York State needs three things:

1. Beds
2. Staff
3. Supplies

A bed without anyone to staff it doesn’t help.

A… https://t.co/C2Tv5apR1T",FALSE,9485,NA,2020-04-02 15:51:42,TRUE,NA,"1245740701842837506",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2059,FALSE,FALSE,NA,NA
"116","Every county in New York has now reported a Coronavirus case.

This virus has marched across our state.

We have co… https://t.co/UWQNj88iIM",FALSE,7210,NA,2020-04-02 15:42:31,TRUE,NA,"1245738389908918272",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2034,FALSE,FALSE,NA,NA
"117","Closed captioning and ASL interpretation is available at https://t.co/YjzHnxHPvN",FALSE,146,"NYGovCuomo",2020-04-02 15:36:53,FALSE,"1245736664837718016","1245736973513490438","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",44,FALSE,FALSE,NA,NA
"118","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/i28pCmvHco",FALSE,1698,NA,2020-04-02 15:35:40,FALSE,NA,"1245736664837718016",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",574,FALSE,FALSE,NA,NA
"119","I will be giving my daily #Coronavirus briefing at 11:30AM. Stay tuned.",FALSE,6902,NA,2020-04-02 14:52:38,FALSE,NA,"1245725837745434634",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",814,FALSE,FALSE,NA,NA
"120","NEW: @Apple has donated 1.9 million masks to the State of New York with more on the way.

We are so grateful to App… https://t.co/vorSEKWRZr",FALSE,102741,NA,2020-04-01 23:53:46,TRUE,NA,"1245499628642013184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",11602,FALSE,FALSE,NA,NA
"121","Today is #CensusDay.

Completing the Census is safe and easy.

You can fill it out online without leaving your hous… https://t.co/MMyJR6Pppm",FALSE,2572,NA,2020-04-01 17:48:19,TRUE,NA,"1245407659441913860",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",554,FALSE,FALSE,NA,NA
"122","Increased testing is desperately needed.

Regeneron is donating 500,000 test kits to New York free of charge.

We g… https://t.co/pSgENAA1gR",FALSE,15811,NA,2020-04-01 17:26:18,TRUE,NA,"1245402118363779072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2302,FALSE,FALSE,NA,NA
"123","How many people have to die before the people ignoring social distancing get that they have a responsibility?

One… https://t.co/Fu1rzf1N3L",FALSE,20571,NA,2020-04-01 17:07:35,TRUE,NA,"1245397408210706434",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5791,FALSE,FALSE,NA,NA
"124","We are all vulnerable to this virus.

I couldn’t protect my little brother. He couldn’t protect himself. And it's s… https://t.co/ly9AmN7SaB",FALSE,60043,NA,2020-04-01 17:02:55,TRUE,NA,"1245396233381908480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5426,FALSE,FALSE,NA,NA
"125","Density is still too high and is still too dangerous.

We are closing the NYC playgrounds because they are too crow… https://t.co/zYFQ8796Ou",FALSE,26657,NA,2020-04-01 16:45:47,TRUE,NA,"1245391921503240206",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",4151,FALSE,FALSE,NA,NA
"126","How bad will this pandemic be?

One of the main variables is how effective social distancing is.

That means YOU ca… https://t.co/TkZZoA3Ll4",FALSE,8232,NA,2020-04-01 16:37:54,TRUE,NA,"1245389941711998976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1880,FALSE,FALSE,NA,NA
"127","Geography won't help you.

Rural areas are not immune.

Just as rural New York has been impacted, so will rural Ame… https://t.co/bNctV0s1KS",FALSE,11285,NA,2020-04-01 16:25:28,TRUE,NA,"1245386810987089921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2159,FALSE,FALSE,NA,NA
"128","Closed captioning and ASL interpretation is available at https://t.co/vk2H7WJGX2",FALSE,156,"NYGovCuomo",2020-04-01 16:21:59,FALSE,"1245385587227373569","1245385935790825472","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",43,FALSE,FALSE,NA,NA
"129","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/Bvs0I7XYfi",FALSE,1485,NA,2020-04-01 16:20:36,FALSE,NA,"1245385587227373569",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",573,FALSE,FALSE,NA,NA
"130","I will be giving my daily #Coronavirus briefing at 12:00PM. Stay tuned.",FALSE,10047,NA,2020-04-01 14:57:58,FALSE,NA,"1245364790861668353",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1190,FALSE,FALSE,NA,NA
"131","The mental health impact of this pandemic is very real.

New York is here to help.

Get free emotional support, con… https://t.co/MC1OmWeZQE",FALSE,9561,NA,2020-04-01 14:32:53,TRUE,NA,"1245358479767896064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NYGovCuomo",2752,FALSE,FALSE,NA,NA
"132","New Yorkers are smart.

New Yorkers are resourceful.

New Yorkers are united.

New Yorkers are tough.

We are all i… https://t.co/K0nstR2aZO",FALSE,33936,NA,2020-03-31 21:51:18,TRUE,NA,"1245106421513039872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5140,FALSE,FALSE,NA,NA
"133","This virus is insidious. It's my family, it's your family.

Don't ignore social distancing directives.

Your action… https://t.co/h045vjOupm",FALSE,8139,NA,2020-03-31 20:54:53,TRUE,NA,"1245092222527139840",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",1911,FALSE,FALSE,NA,NA
"134","We are one nation.

We need to purchase and distribute supplies working together as one nation.

50 states can't be… https://t.co/aR1p6PsKqs",FALSE,92652,NA,2020-03-31 16:25:42,TRUE,NA,"1245024479891329028",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",18007,FALSE,FALSE,NA,NA
"135","This virus is the great equalizer.

Stay strong little brother. You are a sweet, beautiful guy and my best friend.… https://t.co/pyF7ot64HF",FALSE,96976,NA,2020-03-31 16:13:08,TRUE,NA,"1245021319646904320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",12609,FALSE,FALSE,NA,NA
"136","We are creating a Central Coordinating Team led by the State Department of Health.

It will organize upstate-to-dow… https://t.co/gq3WqUwhzx",FALSE,2740,NA,2020-03-31 15:55:58,TRUE,NA,"1245016997294997504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",468,FALSE,FALSE,NA,NA
"137","Our healthcare system is a chain. If one link breaks the whole chain breaks.

Our hospitals must function as one sy… https://t.co/fFSqG2X1k8",FALSE,4965,NA,2020-03-31 15:52:33,TRUE,NA,"1245016139383607303",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",780,FALSE,FALSE,NA,NA
"138","Everyone wants to know when this will be over.

The truth is: We don't know.

No one knows.

We are still climbing… https://t.co/by0mEpnaVY",FALSE,16763,NA,2020-03-31 15:47:58,TRUE,NA,"1245014986558189568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",3262,FALSE,FALSE,NA,NA
"139","We must support our healthcare professionals. 

They are the frontline.

They are physically and emotionally exhaus… https://t.co/VVajpSYiDY",FALSE,2456,NA,2020-03-31 15:45:35,TRUE,NA,"1245014386735034370",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",593,FALSE,FALSE,NA,NA
"140","We have two missions:

One is on the front lines in our hospitals.

The second is the battle to get all New Yorkers… https://t.co/9mjommJaOp",FALSE,7737,NA,2020-03-31 15:44:22,TRUE,NA,"1245014081741914117",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1409,FALSE,FALSE,NA,NA
"141","Closed captioning and ASL interpretation is available at https://t.co/YjzHnxHPvN",FALSE,169,"NYGovCuomo",2020-03-31 15:35:37,FALSE,"1245011610344624129","1245011877031292936","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",47,FALSE,FALSE,NA,NA
"142","Holding a briefing with updates on #Coronavirus. WATCH LIVE: https://t.co/iTt5ZlaTmD",FALSE,1668,NA,2020-03-31 15:34:33,FALSE,NA,"1245011610344624129",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",636,FALSE,FALSE,NA,NA
"143","I will be giving my daily #Coronavirus briefing at 11:30 AM. Stay tuned.",FALSE,7483,NA,2020-03-31 14:42:01,FALSE,NA,"1244998390620073985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",838,FALSE,FALSE,NA,NA
"144","Today is #EqualPayDay.

Never has it been more urgent to close the gender pay gap.

Women are on the front lines, r… https://t.co/zgnnlVYK0K",FALSE,12161,NA,2020-03-31 14:37:24,TRUE,NA,"1244997227967324160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2299,FALSE,FALSE,NA,NA
"145","Right now healthcare professionals are risking their lives.

We are all in their debt.

They deserve to have every… https://t.co/BzlzU1AztQ",FALSE,13517,NA,2020-03-30 22:29:07,TRUE,NA,"1244753551462748162",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",2691,FALSE,FALSE,NA,NA
"146","The best way to thank our doctors and healthcare professionals is to listen to them.

Here's one doctor's message f… https://t.co/imKOYnf9C8",FALSE,6484,NA,2020-03-30 18:13:37,TRUE,NA,"1244689251683446788",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",2072,FALSE,FALSE,NA,NA
"147","In this crisis we need all our hospitals — public and private — to work together.

They will be one cohesive system… https://t.co/PHJkfS85C8",FALSE,6944,NA,2020-03-30 17:44:34,TRUE,NA,"1244681943003922434",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",873,FALSE,FALSE,NA,NA
"148","I am asking healthcare workers across the country:

If things are not urgent in your own community, please come to… https://t.co/003K18qImE",FALSE,42574,NA,2020-03-30 17:38:39,TRUE,NA,"1244680452323106819",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",14165,FALSE,FALSE,NA,NA
"149","The key battle in this fight is taking place in hospitals across the city, the state and this country. 

Our health… https://t.co/Fe3xbhehws",FALSE,6483,NA,2020-03-30 17:35:07,TRUE,NA,"1244679562971267079",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1325,FALSE,FALSE,NA,NA
"150","No American is immune.

What is happening in New York is NOT an anomaly.

We will share the lessons learned here ac… https://t.co/qE3fGhFqk6",FALSE,10168,NA,2020-03-30 17:23:20,TRUE,NA,"1244676598445604870",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1774,FALSE,FALSE,NA,NA
"151","Closed captioning and ASL interpretation is available at https://t.co/YjzHnxHPvN",FALSE,321,"NYGovCuomo",2020-03-30 17:16:29,FALSE,"1244674625117646848","1244674872095244297","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",68,FALSE,FALSE,NA,NA
"152","At the Javits Center in New York City giving a briefing on #Coronavirus. WATCH: https://t.co/Zx7b6P8wag",FALSE,1945,NA,2020-03-30 17:15:30,FALSE,NA,"1244674625117646848",NA,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","NYGovCuomo",659,FALSE,FALSE,NA,NA
"153","After the hate-fueled attack in Monsey, I vowed to enact a law that calls this violence &amp; hate what it is—domestic… https://t.co/o5ywpGPFoi",FALSE,3559,"NYGovCuomo",2020-03-30 16:49:48,TRUE,"1244668158658719744","1244668160000831488","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",403,FALSE,FALSE,NA,NA
"154","New York is heartbroken by the death of Josef Neumann, who was brutally attacked during a Hanukkah celebration in M… https://t.co/R9jPRnpoIY",FALSE,3719,NA,2020-03-30 16:49:48,TRUE,NA,"1244668158658719744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",662,FALSE,FALSE,NA,NA
"155","We will fight every way we can to save every life we can.

Thank you, USNS Comfort. Welcome to New York. https://t.co/ppGrJ0rGE5",FALSE,13616,NA,2020-03-30 16:15:30,FALSE,NA,"1244659526747525122",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYGovCuomo",2530,FALSE,FALSE,NA,NA
"156","This day will be remembered.

The hospital capacity we add now will save lives.

God bless New York. https://t.co/6oniwJbYSx",FALSE,96182,NA,2020-03-30 16:06:55,FALSE,NA,"1244657367373021184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",10189,FALSE,FALSE,NA,NA
"157","Welcome to New York, @USNSComfort.

We knew from the outset that expanded hospital capacity was critical.

We asked… https://t.co/RlWf7Coz3r",FALSE,16085,NA,2020-03-30 15:00:38,TRUE,NA,"1244640687812993024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",2072,FALSE,FALSE,NA,NA
"158","The USNS Comfort seen sailing to New York Harbor from a NYS escort vessel.

The Comfort brings 1,000 much-needed ho… https://t.co/QRP8KmAp2W",FALSE,32811,NA,2020-03-30 14:20:00,TRUE,NA,"1244630459914629127",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",6097,FALSE,FALSE,NA,NA
"159","To each and every doctor putting his or her life at risk to save the lives of others, we thank you from the bottom… https://t.co/mGwXnlFCB6",FALSE,90585,NA,2020-03-30 13:05:41,TRUE,NA,"1244611757932494848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",15326,FALSE,FALSE,NA,NA
"160","I hope NY doesn’t ultimately need 30,000 ventilators.

But I don't operate on opinion and hope.

I operate on facts… https://t.co/gXf0GmWFBG",FALSE,148489,NA,2020-03-27 16:14:17,TRUE,NA,"1243572057851473926",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",23531,FALSE,FALSE,NA,NA
"161","New Yorkers never cease to amaze me. The outpouring of support is extraordinary.

62K medical staff have answered o… https://t.co/i5j2FAg7jr",FALSE,44631,NA,2020-03-27 16:02:29,TRUE,NA,"1243569087118217218",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",6519,FALSE,FALSE,NA,NA
"162","We mourn the 519 New Yorkers lost to this vicious virus.

This is the worst news I can give New Yorkers. It is hear… https://t.co/hmc1VqY5TN",FALSE,27600,NA,2020-03-27 15:54:12,TRUE,NA,"1243567002679218178",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",5348,FALSE,FALSE,NA,NA
"163","With #COVID19 spreading quickly, our number one priority is expanding hospital capacity.

All NY hospitals are incr… https://t.co/5tAloWNuMg",FALSE,3138,NA,2020-03-27 15:49:10,TRUE,NA,"1243565738255843329",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",553,FALSE,FALSE,NA,NA
"164","Schools will remain closed statewide until at least April 15 to reduce the spread of #COVID19. 

School districts w… https://t.co/EEYJgPGaoB",FALSE,4728,NA,2020-03-27 15:45:40,TRUE,NA,"1243564854734192641",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",1067,FALSE,FALSE,NA,NA
"165","Closed captioning is available at https://t.co/YjzHnxHPvN",FALSE,312,"NYGovCuomo",2020-03-27 15:34:07,FALSE,"1243561528466399233","1243561946806444033","232268199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NYGovCuomo",62,FALSE,FALSE,NA,NA
